date,state,district,pincode,demo_age_5_17,demo_age_17
08-09-2025,Maharashtra,Pune,411071,0,1
08-09-2025,Maharashtra,Pune,412101,6,42
08-09-2025,Maharashtra,Pune,412102,0,5
08-09-2025,Maharashtra,Pune,412105,8,61
08-09-2025,Maharashtra,Pune,412107,0,1
08-09-2025,Maharashtra,Pune,412109,2,5
08-09-2025,Maharashtra,Pune,412201,1,11
08-09-2025,Maharashtra,Pune,412205,4,30
08-09-2025,Maharashtra,Pune,412210,1,32
08-09-2025,Maharashtra,Pune,412211,0,17
08-09-2025,Maharashtra,Pune,412212,0,1
08-09-2025,Maharashtra,Pune,412304,1,3
08-09-2025,Maharashtra,Pune,412305,2,4
08-09-2025,Maharashtra,Pune,412306,0,11
08-09-2025,Maharashtra,Pune,412308,3,25
08-09-2025,Maharashtra,Pune,412312,0,1
08-09-2025,Maharashtra,Pune,412405,1,2
08-09-2025,Maharashtra,Pune,413102,8,32
09-09-2025,Maharashtra,Pune,410406,2,6
09-09-2025,Maharashtra,Pune,410502,2,35
09-09-2025,Maharashtra,Pune,410505,10,22
09-09-2025,Maharashtra,Pune,411001,5,23
09-09-2025,Maharashtra,Pune,411003,2,10
09-09-2025,Maharashtra,Pune,411006,2,36
09-09-2025,Maharashtra,Pune,411007,0,5
09-09-2025,Maharashtra,Pune,411008,0,2
09-09-2025,Maharashtra,Pune,411011,2,18
09-09-2025,Maharashtra,Pune,411013,0,9
09-09-2025,Maharashtra,Pune,411014,12,46
09-09-2025,Maharashtra,Pune,411025,0,2
09-09-2025,Maharashtra,Pune,411026,1,5
09-09-2025,Maharashtra,Pune,411036,4,16
09-09-2025,Maharashtra,Pune,411037,6,39
09-09-2025,Maharashtra,Pune,411047,2,23
09-09-2025,Maharashtra,Pune,411070,0,1
09-09-2025,Maharashtra,Pune,412101,7,42
09-09-2025,Maharashtra,Pune,412104,0,3
09-09-2025,Maharashtra,Pune,412207,3,42
09-09-2025,Maharashtra,Pune,412211,3,11
09-09-2025,Maharashtra,Pune,412215,0,3
09-09-2025,Maharashtra,Pune,412406,0,11
09-09-2025,Maharashtra,Pune,412410,0,5
09-09-2025,Maharashtra,Pune,412412,0,1
09-09-2025,Maharashtra,Pune,413106,0,26
09-09-2025,Maharashtra,Pune,413110,2,10
09-09-2025,Maharashtra,Pune,413114,3,13
09-09-2025,Maharashtra,Pune,413116,0,1
10-09-2025,Maharashtra,Pune,410302,0,1
10-09-2025,Maharashtra,Pune,410402,0,1
10-09-2025,Maharashtra,Pune,410509,0,11
10-09-2025,Maharashtra,Pune,410515,1,6
10-09-2025,Maharashtra,Pune,411001,4,25
10-09-2025,Maharashtra,Pune,411002,2,16
10-09-2025,Maharashtra,Pune,411005,1,8
10-09-2025,Maharashtra,Pune,411032,1,7
10-09-2025,Maharashtra,Pune,411035,3,7
10-09-2025,Maharashtra,Pune,411040,1,6
10-09-2025,Maharashtra,Pune,411051,1,17
10-09-2025,Maharashtra,Pune,412101,6,44
10-09-2025,Maharashtra,Pune,412108,0,8
10-09-2025,Maharashtra,Pune,412110,0,10
10-09-2025,Maharashtra,Pune,412204,0,3
10-09-2025,Maharashtra,Pune,412211,2,9
10-09-2025,Maharashtra,Pune,412219,0,4
10-09-2025,Maharashtra,Pune,412401,0,3
10-09-2025,Maharashtra,Pune,412403,1,1
10-09-2025,Maharashtra,Pune,412406,0,6
10-09-2025,Maharashtra,Pune,412408,1,5
10-09-2025,Maharashtra,Pune,413103,1,10
10-09-2025,Maharashtra,Pune,413110,1,13
10-09-2025,Maharashtra,Pune,413130,3,21
11-09-2025,Maharashtra,Pune,410513,0,1
11-09-2025,Maharashtra,Pune,411003,2,6
11-09-2025,Maharashtra,Pune,411007,1,6
11-09-2025,Maharashtra,Pune,411016,1,9
11-09-2025,Maharashtra,Pune,411017,6,43
11-09-2025,Maharashtra,Pune,411038,6,36
11-09-2025,Maharashtra,Pune,411041,4,37
11-09-2025,Maharashtra,Pune,411043,0,16
11-09-2025,Maharashtra,Pune,411045,3,25
11-09-2025,Maharashtra,Pune,411052,1,12
11-09-2025,Maharashtra,Pune,411069,0,1
11-09-2025,Maharashtra,Pune,412101,5,33
11-09-2025,Maharashtra,Pune,412106,3,9
11-09-2025,Maharashtra,Pune,412207,2,25
11-09-2025,Maharashtra,Pune,412211,2,13
11-09-2025,Maharashtra,Pune,412212,1,1
11-09-2025,Maharashtra,Pune,412219,0,5
11-09-2025,Maharashtra,Pune,412304,0,3
11-09-2025,Maharashtra,Pune,412402,1,6
11-09-2025,Maharashtra,Pune,412403,0,2
11-09-2025,Maharashtra,Pune,412404,3,7
11-09-2025,Maharashtra,Pune,412410,0,3
11-09-2025,Maharashtra,Pune,412412,0,7
11-09-2025,Maharashtra,Pune,413114,0,26
11-09-2025,Maharashtra,Pune,413116,0,3
11-09-2025,Maharashtra,Pune,413133,1,6
11-09-2025,Maharashtra,Pune,413801,5,8
12-09-2025,Maharashtra,Pune,410401,2,10
12-09-2025,Maharashtra,Pune,410406,1,3
12-09-2025,Maharashtra,Pune,410501,4,39
12-09-2025,Maharashtra,Pune,410506,3,14
12-09-2025,Maharashtra,Pune,410515,1,7
12-09-2025,Maharashtra,Pune,410516,0,3
12-09-2025,Maharashtra,Pune,411002,3,19
12-09-2025,Maharashtra,Pune,411007,1,11
12-09-2025,Maharashtra,Pune,411012,0,3
12-09-2025,Maharashtra,Pune,411014,9,57
12-09-2025,Maharashtra,Pune,411020,0,8
12-09-2025,Maharashtra,Pune,411033,15,61
12-09-2025,Maharashtra,Pune,412101,3,41
12-09-2025,Maharashtra,Pune,412104,1,1
12-09-2025,Maharashtra,Pune,412110,1,7
12-09-2025,Maharashtra,Pune,412202,2,4
12-09-2025,Maharashtra,Pune,412203,1,9
12-09-2025,Maharashtra,Pune,412207,5,31
12-09-2025,Maharashtra,Pune,412208,2,17
12-09-2025,Maharashtra,Pune,412209,1,6
12-09-2025,Maharashtra,Pune,412214,2,7
12-09-2025,Maharashtra,Pune,412307,0,18
12-09-2025,Maharashtra,Pune,412311,0,2
12-09-2025,Maharashtra,Pune,412406,2,6
12-09-2025,Maharashtra,Pune,412410,4,8
12-09-2025,Maharashtra,Pune,413130,4,11
13-09-2025,Maharashtra,Pune,410508,0,1
13-09-2025,Maharashtra,Pune,410510,0,2
13-09-2025,Maharashtra,Pune,410511,0,1
13-09-2025,Maharashtra,Pune,410515,0,3
13-09-2025,Maharashtra,Pune,410516,0,4
13-09-2025,Maharashtra,Pune,411013,2,9
13-09-2025,Maharashtra,Pune,411030,0,13
13-09-2025,Maharashtra,Pune,411036,2,17
13-09-2025,Maharashtra,Pune,411042,2,17
13-09-2025,Maharashtra,Pune,411046,4,43
13-09-2025,Maharashtra,Pune,411048,11,51
13-09-2025,Maharashtra,Pune,411058,1,13
13-09-2025,Maharashtra,Pune,411062,1,17
13-09-2025,Maharashtra,Pune,412102,0,2
13-09-2025,Maharashtra,Pune,412107,1,2
13-09-2025,Maharashtra,Pune,412206,0,9
13-09-2025,Maharashtra,Pune,412209,1,7
13-09-2025,Maharashtra,Pune,412218,2,11
13-09-2025,Maharashtra,Pune,412301,0,6
13-09-2025,Maharashtra,Pune,412303,1,4
13-09-2025,Maharashtra,Pune,412304,0,2
13-09-2025,Maharashtra,Pune,412403,0,5
13-09-2025,Maharashtra,Pune,412404,0,1
13-09-2025,Maharashtra,Pune,412405,2,1
13-09-2025,Maharashtra,Pune,412410,1,5
13-09-2025,Maharashtra,Pune,412411,3,12
13-09-2025,Maharashtra,Pune,413114,0,3
13-09-2025,Maharashtra,Pune,413116,0,1
14-09-2025,Maharashtra,Pune,410402,0,1
14-09-2025,Maharashtra,Pune,410502,0,3
14-09-2025,Maharashtra,Pune,410509,0,3
14-09-2025,Maharashtra,Pune,411015,1,9
14-09-2025,Maharashtra,Pune,411018,0,2
14-09-2025,Maharashtra,Pune,411024,0,2
14-09-2025,Maharashtra,Pune,411038,0,5
14-09-2025,Maharashtra,Pune,411052,0,4
14-09-2025,Maharashtra,Pune,411058,1,5
14-09-2025,Maharashtra,Pune,412101,2,29
14-09-2025,Maharashtra,Pune,412201,2,3
14-09-2025,Maharashtra,Pune,412202,1,1
14-09-2025,Maharashtra,Pune,412216,1,13
14-09-2025,Maharashtra,Pune,412219,0,1
14-09-2025,Maharashtra,Pune,412306,0,1
14-09-2025,Maharashtra,Pune,412402,0,2
14-09-2025,Maharashtra,Pune,412403,0,2
14-09-2025,Maharashtra,Pune,413103,0,1
14-09-2025,Maharashtra,Pune,413132,0,3
15-09-2025,Maharashtra,Pune,410403,1,1
15-09-2025,Maharashtra,Pune,410405,1,12
15-09-2025,Maharashtra,Pune,410511,0,1
15-09-2025,Maharashtra,Pune,411005,0,6
15-09-2025,Maharashtra,Pune,411008,0,1
15-09-2025,Maharashtra,Pune,411018,2,16
15-09-2025,Maharashtra,Pune,411019,2,25
15-09-2025,Maharashtra,Pune,411023,0,15
15-09-2025,Maharashtra,Pune,411030,4,15
15-09-2025,Maharashtra,Pune,411031,0,4
15-09-2025,Maharashtra,Pune,411036,4,17
15-09-2025,Maharashtra,Pune,411037,4,26
15-09-2025,Maharashtra,Pune,411041,2,47
15-09-2025,Maharashtra,Pune,411044,1,11
15-09-2025,Maharashtra,Pune,411048,9,60
15-09-2025,Maharashtra,Pune,411058,4,11
15-09-2025,Maharashtra,Pune,412202,0,8
15-09-2025,Maharashtra,Pune,412213,1,15
15-09-2025,Maharashtra,Pune,412215,0,4
15-09-2025,Maharashtra,Pune,412220,1,3
15-09-2025,Maharashtra,Pune,412305,3,5
15-09-2025,Maharashtra,Pune,412404,0,7
15-09-2025,Maharashtra,Pune,412409,1,4
15-09-2025,Maharashtra,Pune,413105,1,2
15-09-2025,Maharashtra,Pune,413114,3,14
15-09-2025,Maharashtra,Pune,413130,0,12
15-09-2025,Maharashtra,Pune,413132,0,5
17-09-2025,Maharashtra,Pune,410301,0,1
17-09-2025,Maharashtra,Pune,410405,1,13
17-09-2025,Maharashtra,Pune,410406,2,2
17-09-2025,Maharashtra,Pune,410503,2,16
17-09-2025,Maharashtra,Pune,410505,7,27
17-09-2025,Maharashtra,Pune,411008,0,1
17-09-2025,Maharashtra,Pune,411017,3,34
17-09-2025,Maharashtra,Pune,411020,1,4
17-09-2025,Maharashtra,Pune,411021,1,16
17-09-2025,Maharashtra,Pune,411035,1,3
17-09-2025,Maharashtra,Pune,411036,1,18
17-09-2025,Maharashtra,Pune,411039,6,31
17-09-2025,Maharashtra,Pune,411043,2,14
17-09-2025,Maharashtra,Pune,411047,1,14
17-09-2025,Maharashtra,Pune,411051,0,10
17-09-2025,Maharashtra,Pune,411058,3,16
17-09-2025,Maharashtra,Pune,411068,0,5
17-09-2025,Maharashtra,Pune,412103,2,6
17-09-2025,Maharashtra,Pune,412115,1,22
17-09-2025,Maharashtra,Pune,412205,3,13
17-09-2025,Maharashtra,Pune,412214,0,16
17-09-2025,Maharashtra,Pune,412215,0,3
17-09-2025,Maharashtra,Pune,412306,3,12
17-09-2025,Maharashtra,Pune,412307,2,17
17-09-2025,Maharashtra,Pune,412312,0,3
17-09-2025,Maharashtra,Pune,412409,3,15
17-09-2025,Maharashtra,Pune,413104,2,16
17-09-2025,Maharashtra,Pune,413106,4,16
17-09-2025,Maharashtra,Pune,413116,1,2
17-09-2025,Maharashtra,Pune,413120,0,4
17-09-2025,Maharashtra,Pune,413801,2,20
16-09-2025,Maharashtra,Pune,410301,0,1
16-09-2025,Maharashtra,Pune,410403,0,5
16-09-2025,Maharashtra,Pune,410506,2,10
16-09-2025,Maharashtra,Pune,410508,1,2
16-09-2025,Maharashtra,Pune,411019,1,20
16-09-2025,Maharashtra,Pune,411030,2,17
16-09-2025,Maharashtra,Pune,411031,0,4
16-09-2025,Maharashtra,Pune,411032,1,5
16-09-2025,Maharashtra,Pune,411033,12,73
16-09-2025,Maharashtra,Pune,411038,4,40
16-09-2025,Maharashtra,Pune,411044,1,22
16-09-2025,Maharashtra,Pune,411045,3,23
16-09-2025,Maharashtra,Pune,411051,0,10
16-09-2025,Maharashtra,Pune,412106,0,20
16-09-2025,Maharashtra,Pune,412109,0,8
16-09-2025,Maharashtra,Pune,412110,1,5
16-09-2025,Maharashtra,Pune,412205,1,16
16-09-2025,Maharashtra,Pune,412312,0,1
16-09-2025,Maharashtra,Pune,412403,0,2
16-09-2025,Maharashtra,Pune,413120,0,5
16-09-2025,Maharashtra,Pune,413132,0,10
18-09-2025,Maharashtra,Pune,410406,1,0
18-09-2025,Maharashtra,Pune,410502,7,28
18-09-2025,Maharashtra,Pune,410505,6,31
18-09-2025,Maharashtra,Pune,410508,1,0
18-09-2025,Maharashtra,Pune,410512,0,3
18-09-2025,Maharashtra,Pune,411003,3,10
18-09-2025,Maharashtra,Pune,411014,5,30
18-09-2025,Maharashtra,Pune,411020,1,5
18-09-2025,Maharashtra,Pune,411021,0,14
18-09-2025,Maharashtra,Pune,411031,1,3
18-09-2025,Maharashtra,Pune,411035,1,7
18-09-2025,Maharashtra,Pune,411040,0,9
18-09-2025,Maharashtra,Pune,411047,2,9
18-09-2025,Maharashtra,Pune,411048,6,44
18-09-2025,Maharashtra,Pune,412109,3,8
18-09-2025,Maharashtra,Pune,412202,2,10
18-09-2025,Maharashtra,Pune,412203,1,12
18-09-2025,Maharashtra,Pune,412208,2,12
18-09-2025,Maharashtra,Pune,412211,1,7
18-09-2025,Maharashtra,Pune,412216,0,11
18-09-2025,Maharashtra,Pune,412308,2,23
18-09-2025,Maharashtra,Pune,412403,0,3
18-09-2025,Maharashtra,Pune,413102,5,33
18-09-2025,Maharashtra,Pune,413104,1,12
18-09-2025,Maharashtra,Pune,413116,0,5
19-09-2025,Maharashtra,Pune,410502,1,27
19-09-2025,Maharashtra,Pune,410503,1,10
19-09-2025,Maharashtra,Pune,410509,0,7
19-09-2025,Maharashtra,Pune,410511,1,3
19-09-2025,Maharashtra,Pune,411003,0,5
19-09-2025,Maharashtra,Pune,411045,1,35
19-09-2025,Maharashtra,Pune,412211,1,5
19-09-2025,Maharashtra,Pune,412212,1,5
19-09-2025,Maharashtra,Pune,412220,0,5
19-09-2025,Maharashtra,Pune,412306,3,12
19-09-2025,Maharashtra,Pune,412311,0,3
19-09-2025,Maharashtra,Pune,412402,0,6
19-09-2025,Maharashtra,Pune,412405,1,2
19-09-2025,Maharashtra,Pune,412408,1,7
19-09-2025,Maharashtra,Pune,412412,0,5
19-09-2025,Maharashtra,Pune,413103,0,9
19-09-2025,Maharashtra,Pune,413105,0,4
19-09-2025,Maharashtra,Pune,413110,1,12
19-09-2025,Maharashtra,Pune,413114,1,13
19-09-2025,Maharashtra,Pune,413120,0,5
19-09-2025,Maharashtra,Pune,413130,0,14
20-09-2025,Maharashtra,Pune,410405,0,3
20-09-2025,Maharashtra,Pune,410505,8,28
20-09-2025,Maharashtra,Pune,410507,4,9
20-09-2025,Maharashtra,Pune,410511,0,3
20-09-2025,Maharashtra,Pune,410512,0,2
20-09-2025,Maharashtra,Pune,411004,0,6
20-09-2025,Maharashtra,Pune,411006,2,13
20-09-2025,Maharashtra,Pune,411015,5,30
20-09-2025,Maharashtra,Pune,411017,4,30
20-09-2025,Maharashtra,Pune,411022,0,1
20-09-2025,Maharashtra,Pune,411027,4,14
20-09-2025,Maharashtra,Pune,411028,5,43
20-09-2025,Maharashtra,Pune,411032,0,5
20-09-2025,Maharashtra,Pune,411038,2,32
20-09-2025,Maharashtra,Pune,411046,4,36
20-09-2025,Maharashtra,Pune,411057,3,39
20-09-2025,Maharashtra,Pune,412101,7,39
20-09-2025,Maharashtra,Pune,412106,2,9
20-09-2025,Maharashtra,Pune,412110,0,3
20-09-2025,Maharashtra,Pune,412201,0,4
20-09-2025,Maharashtra,Pune,412203,0,5
20-09-2025,Maharashtra,Pune,412204,1,4
20-09-2025,Maharashtra,Pune,412208,3,16
20-09-2025,Maharashtra,Pune,412215,1,1
20-09-2025,Maharashtra,Pune,412307,2,11
20-09-2025,Maharashtra,Pune,412308,5,26
20-09-2025,Maharashtra,Pune,412402,0,4
20-09-2025,Maharashtra,Pune,413103,3,22
20-09-2025,Maharashtra,Pune,413130,1,10
20-09-2025,Maharashtra,Pune,413132,0,4
13-10-2025,Maharashtra,Pune,410401,1,17
13-10-2025,Maharashtra,Pune,410405,1,19
13-10-2025,Maharashtra,Pune,410510,0,1
13-10-2025,Maharashtra,Pune,410516,0,8
13-10-2025,Maharashtra,Pune,411015,0,20
13-10-2025,Maharashtra,Pune,411023,1,5
13-10-2025,Maharashtra,Pune,411027,0,7
13-10-2025,Maharashtra,Pune,411037,1,30
13-10-2025,Maharashtra,Pune,411039,0,11
13-10-2025,Maharashtra,Pune,411044,0,3
13-10-2025,Maharashtra,Pune,411046,1,16
13-10-2025,Maharashtra,Pune,411047,0,4
13-10-2025,Maharashtra,Pune,411057,0,7
